,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,correct_labels,predicted_labels
11914,-122.33,37.93,27.0,2158.0,424.0,1220.0,442.0,3.0156,NEAR BAY,11.15,17.69765237439886
11915,-119.57,34.38,22.0,2512.0,426.0,919.0,341.0,5.7589999999999995,<1H OCEAN,42.5,33.23925074158253
11916,-117.75,34.12,25.0,5411.0,998.0,2243.0,1019.0,4.3148,INLAND,24.07,21.610647277675785
11917,-119.68,34.43,49.0,1785.0,386.0,1267.0,380.0,3.5208,<1H OCEAN,25.12,23.955134330907278
11918,-120.19,38.03,17.0,8651.0,1579.0,2071.0,757.0,3.1076,INLAND,11.58,12.571449315875311
11919,-118.29,33.98,48.0,1124.0,231.0,783.0,223.0,3.4444,<1H OCEAN,9.31,20.049345450514167
11920,-122.23,38.06,52.0,1350.0,266.0,490.0,257.0,3.125,NEAR BAY,17.11,25.6687696404928
11921,-122.21,37.79,52.0,762.0,190.0,600.0,195.0,3.0893,NEAR BAY,12.5,19.950475016053105
11922,-122.19,37.44,38.0,3383.0,456.0,1203.0,465.0,9.3198,NEAR OCEAN,50.0001,46.947080452841774
11923,-122.42,37.8,52.0,2852.0,581.0,838.0,510.0,8.0755,NEAR BAY,50.0001,50.0001
11924,-118.18,34.1,7.0,2529.0,689.0,1215.0,577.0,4.7853,<1H OCEAN,15.31,27.61583295408431
11925,-120.41,38.03,14.0,2061.0,465.0,859.0,462.0,2.1289,INLAND,11.53,10.206741742524247
11926,-118.45,34.1,31.0,6675.0,842.0,2092.0,796.0,11.8442,<1H OCEAN,50.0001,50.0001
11927,-120.85,37.05,32.0,2893.0,481.0,1198.0,466.0,3.1719,INLAND,14.06,16.142972572945254
11928,-118.38,33.87,23.0,2387.0,418.0,1008.0,415.0,5.8518,<1H OCEAN,33.79,31.46283290517201
11929,-119.9,36.79,22.0,1970.0,332.0,1066.0,319.0,3.3125,INLAND,10.61,10.299674415757844
11930,-118.34,34.86,11.0,7353.0,1482.0,3571.0,1308.0,2.8097,INLAND,13.0,12.262664938323974
11931,-122.08,37.64,36.0,786.0,133.0,463.0,160.0,3.9338,NEAR BAY,18.27,20.104081846575315
11932,-122.19,37.79,45.0,2718.0,451.0,1106.0,454.0,4.6563,NEAR BAY,23.18,28.082263432807682
11933,-117.03,32.8,19.0,3866.0,775.0,1554.0,703.0,4.3281,<1H OCEAN,22.0,26.376040151288276
11934,-117.62,34.05,33.0,883.0,211.0,1007.0,210.0,2.8281,INLAND,10.36,8.365959010976363
11935,-120.41,34.96,16.0,2299.0,403.0,1245.0,395.0,4.2125,<1H OCEAN,14.829999999999998,23.97733638388604
11936,-122.23,37.79,40.0,930.0,199.0,564.0,184.0,1.3281,NEAR BAY,11.33,12.061821814050772
11937,-122.66,37.93,42.0,1505.0,324.0,553.0,277.0,4.1792,NEAR OCEAN,35.0,31.00933588630406
11938,-117.27,32.82,35.0,2908.0,595.0,1068.0,529.0,4.1793,NEAR OCEAN,50.0001,29.140276901963674
11939,-121.27,38.14,40.0,929.0,257.0,576.0,229.0,2.125,INLAND,13.75,11.890360509466133
11940,-118.2,34.03,37.0,1583.0,392.0,1776.0,377.0,2.7266,<1H OCEAN,14.08,14.379372175300364
11941,-121.93,37.25,32.0,1555.0,287.0,779.0,284.0,6.0358,<1H OCEAN,26.01,32.10242177304256
11942,-120.48,37.31,42.0,2361.0,512.0,1684.0,511.0,2.355,INLAND,7.559999999999997,9.413369286177499
11943,-119.53,36.65,43.0,1676.0,320.0,1056.0,276.0,2.5562,INLAND,9.32,8.467670503831783
11944,-118.11,34.16,52.0,2489.0,437.0,1101.0,438.0,4.2065,INLAND,32.03,22.61534391328732
11945,-122.71,38.46,42.0,1574.0,376.0,844.0,369.0,2.314,<1H OCEAN,16.94,20.005172362519133
11946,-117.31,34.08,40.0,2011.0,495.0,1528.0,469.0,1.9375,INLAND,6.99,8.33889159926664
11947,-117.91,33.84,35.0,1244.0,324.0,1603.0,322.0,2.9583,<1H OCEAN,17.54,14.411944340506476
11948,-122.06,37.6,18.0,1726.0,276.0,1186.0,310.0,5.3226,NEAR BAY,23.17,21.5901535821252
11949,-118.53,34.45,10.0,5509.0,969.0,3002.0,959.0,5.5981,<1H OCEAN,22.01,25.41915105501782
11950,-118.13,33.82,37.0,1530.0,290.0,711.0,283.0,5.1795,<1H OCEAN,22.54,29.195258820467437
11951,-117.66,34.02,11.0,3358.0,504.0,1690.0,482.0,6.7544,INLAND,20.79,23.807588672816163
11952,-120.84,37.4,7.0,2773.0,530.0,1374.0,505.0,2.6214,INLAND,10.38,9.536429249758541
11953,-122.3,38.32,20.0,2063.0,486.0,1045.0,460.0,2.5035,NEAR BAY,15.32,16.980187603097253
11954,-117.89,34.12,35.0,1470.0,241.0,885.0,246.0,4.9239,<1H OCEAN,16.88,21.967011640042195
11955,-117.84,33.66,5.0,665.0,171.0,384.0,171.0,4.5833,<1H OCEAN,23.04,24.32839393634711
11956,-120.54,38.41,21.0,1435.0,294.0,668.0,267.0,2.5667,INLAND,7.740000000000002,8.068974397762796
11957,-121.06,39.29,14.0,1864.0,331.0,894.0,332.0,3.4028,INLAND,17.18,8.051766949514683
11958,-119.26,36.5,35.0,1689.0,371.0,1475.0,329.0,2.5719,INLAND,7.43,6.3200327070382105
11959,-118.14,34.17,52.0,2667.0,486.0,1681.0,504.0,4.0524,<1H OCEAN,17.31,22.04442381317331
11960,-118.01,33.69,3.0,945.0,115.0,337.0,123.0,11.5199,<1H OCEAN,50.0001,49.300645752374514
11961,-122.07,37.98,12.0,6915.0,1639.0,2940.0,1468.0,4.0154,NEAR BAY,18.61,25.95296029914015
11962,-119.83,36.72,28.0,60.0,10.0,46.0,13.0,4.35,INLAND,6.75,11.300361584286758
11963,-118.3,33.72,28.0,2510.0,583.0,1388.0,554.0,3.3397,NEAR OCEAN,26.78,22.259389041313284
11964,-117.46,33.94,26.0,2481.0,620.0,2411.0,552.0,1.7059,INLAND,8.58,5.071911197254822
11965,-118.32,34.06,52.0,955.0,100.0,457.0,120.0,15.0001,<1H OCEAN,50.0001,50.0001
11966,-117.35,34.12,22.0,5640.0,889.0,3157.0,887.0,4.1581,INLAND,12.65,13.566914799633755
11967,-122.36,37.72,10.0,479.0,125.0,355.0,108.0,2.7083,NEAR BAY,18.04,14.96063325162544
11968,-118.91,34.28,6.0,6106.0,1134.0,3246.0,1062.0,5.2206,<1H OCEAN,28.02,25.933975889720955
11969,-124.17,40.8,52.0,1557.0,344.0,758.0,319.0,1.8529,NEAR OCEAN,6.249999999999998,16.220816907486885
11970,-117.22,32.83,34.0,2936.0,597.0,1512.0,571.0,3.7841,NEAR OCEAN,17.69,23.1945844830266
11971,-118.14,33.97,29.0,1846.0,530.0,2576.0,528.0,2.63,<1H OCEAN,15.6,13.843611360789335
11972,-120.85,37.77,37.0,1738.0,403.0,936.0,366.0,2.4717,INLAND,7.710000000000001,12.22085607953183
11973,-122.42,37.8,52.0,3067.0,870.0,2122.0,850.0,2.5603,NEAR BAY,28.75,22.567157243555414
11974,-117.68,35.64,15.0,3253.0,573.0,1408.0,586.0,5.2043,INLAND,9.57,17.53956010004319
11975,-118.21,33.9,35.0,2420.0,579.0,2010.0,540.0,2.0817,<1H OCEAN,10.46,13.949261946760021
11976,-121.22,38.68,10.0,6262.0,1278.0,2954.0,1169.0,3.4506,INLAND,13.899999999999999,12.653281760680779
11977,-121.22,38.04,42.0,343.0,50.0,116.0,49.0,5.5376,INLAND,21.25,25.799651706439555
11978,-118.3,34.04,35.0,1090.0,345.0,1605.0,330.0,2.1518,<1H OCEAN,15.28,13.497924980696435
11979,-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,NEAR OCEAN,11.79,15.541232535944426
11980,-118.25,34.07,47.0,2059.0,618.0,2033.0,544.0,1.9028,<1H OCEAN,21.79,15.658889158007058
11981,-121.83,37.35,31.0,2914.0,715.0,3547.0,645.0,3.7143,<1H OCEAN,17.86,18.595885395297767
11982,-117.2,33.15,11.0,4091.0,864.0,1927.0,765.0,3.0139,<1H OCEAN,19.9,18.32100215789432
11983,-121.32,37.97,43.0,2453.0,490.0,1093.0,438.0,2.9107,INLAND,8.88,15.80747212898416
11984,-118.07,34.09,35.0,1224.0,267.0,887.0,276.0,4.0987,<1H OCEAN,20.24,20.76375952338791
11985,-118.12,33.93,27.0,580.0,143.0,466.0,133.0,3.0909,<1H OCEAN,18.75,16.641009042724942
11986,-118.11,33.82,37.0,1987.0,347.0,1095.0,357.0,4.3203,<1H OCEAN,23.28,23.07642405623825
11987,-118.03,34.06,27.0,2510.0,783.0,3481.0,726.0,2.4875,<1H OCEAN,15.78,13.946500847160092
11988,-121.89,37.33,42.0,1279.0,358.0,1254.0,340.0,2.2583,<1H OCEAN,19.25,16.72507902733463
11989,-119.87,36.76,34.0,1649.0,323.0,919.0,316.0,2.875,INLAND,7.450000000000001,11.28962885020935
11990,-118.49,34.02,29.0,2709.0,799.0,1238.0,793.0,3.1563,<1H OCEAN,33.0,29.10953407583608
11991,-118.77,34.27,10.0,1658.0,310.0,1053.0,333.0,4.7574,<1H OCEAN,20.99,21.80827953552963
11992,-118.43,34.19,27.0,3440.0,739.0,1827.0,712.0,4.125,<1H OCEAN,24.55,24.278937845691235
11993,-116.52,33.82,21.0,10227.0,2315.0,3623.0,1734.0,2.5212,INLAND,14.52,14.65178178226724
11994,-121.98,36.97,21.0,3349.0,737.0,1952.0,718.0,3.7273,NEAR OCEAN,25.19,23.521116732496704
11995,-121.3,38.09,31.0,335.0,53.0,154.0,55.0,2.0694,INLAND,17.5,7.876146158756134
11996,-117.82,33.64,18.0,1974.0,260.0,808.0,278.0,9.8589,<1H OCEAN,50.0001,43.02085996654
11997,-122.44,37.78,52.0,3510.0,791.0,1703.0,657.0,2.8654,NEAR BAY,28.0,23.256934731425748
11998,-121.87,37.31,6.0,3797.0,984.0,2437.0,904.0,3.6802,<1H OCEAN,15.24,21.86874362358774
11999,-120.98,37.65,40.0,422.0,63.0,158.0,63.0,7.3841,INLAND,17.22,32.101328556111106
12000,-118.12,33.94,31.0,2210.0,519.0,1047.0,472.0,3.3292,<1H OCEAN,27.13,23.319432209571694
12001,-117.89,33.87,25.0,1492.0,439.0,755.0,389.0,3.0893,<1H OCEAN,18.82,23.486876739351622
12002,-117.87,33.92,17.0,4575.0,764.0,2054.0,737.0,6.0571,<1H OCEAN,27.24,28.825879228653093
12003,-122.13,37.43,32.0,4398.0,878.0,1799.0,792.0,4.7375,NEAR BAY,43.19,29.860523238992357
12004,-117.81,33.64,16.0,2404.0,349.0,868.0,329.0,11.0138,<1H OCEAN,44.21,49.604581839268945
12005,-117.92,33.75,23.0,893.0,223.0,1149.0,216.0,2.6442,<1H OCEAN,15.63,11.53565429105503
12006,-121.95,37.25,30.0,3298.0,634.0,1532.0,602.0,5.0863,<1H OCEAN,33.2,29.87153374904139
12007,-122.07,37.99,28.0,3310.0,574.0,1811.0,597.0,4.5401,NEAR BAY,16.69,21.940140062767078
12008,-122.08,37.38,25.0,830.0,228.0,368.0,174.0,3.3917,NEAR BAY,34.29,24.836328926860546
12009,-121.25,37.93,31.0,1673.0,382.0,1734.0,400.0,2.0833,INLAND,4.83,5.099197172224509
12010,-121.48,38.57,52.0,567.0,193.0,272.0,187.0,1.625,INLAND,18.75,18.489265245199384
12011,-117.05,32.69,8.0,831.0,158.0,740.0,154.0,5.3908,NEAR OCEAN,16.55,20.306715223692557
12012,-122.43,37.77,52.0,3563.0,832.0,1712.0,787.0,3.3702,NEAR BAY,33.57,26.975455568651952
12013,-117.87,35.73,13.0,2566.0,449.0,1181.0,414.0,4.1518,INLAND,9.18,11.851589431644816
12014,-117.18,32.74,39.0,3132.0,738.0,1200.0,690.0,2.5288,NEAR OCEAN,27.4,25.292762107388036
12015,-122.63,38.94,25.0,661.0,144.0,192.0,93.0,1.7566,INLAND,4.9,14.181788030218733
12016,-121.06,39.22,52.0,1749.0,422.0,837.0,391.0,2.325,INLAND,10.97,11.902981672976376
12017,-120.06,36.96,44.0,1288.0,295.0,723.0,287.0,1.6534,INLAND,6.140000000000002,9.394463891076926
12018,-117.43,34.12,7.0,5954.0,1071.0,3567.0,1070.0,3.2056,INLAND,13.41,9.43484468309662
12019,-118.08,33.82,26.0,4259.0,588.0,1644.0,581.0,6.2519,<1H OCEAN,34.57,31.25909053388602
12020,-121.9,38.04,36.0,1489.0,331.0,838.0,259.0,1.2024,INLAND,9.02,7.6179289646161354
12021,-117.95,33.87,35.0,1854.0,383.0,1115.0,381.0,4.4784,<1H OCEAN,18.52,23.801343587385595
12022,-122.44,37.78,39.0,1181.0,310.0,901.0,281.0,1.4866,NEAR BAY,23.75,13.671261394792271
12023,-118.31,33.88,35.0,1939.0,412.0,1036.0,400.0,3.5556,<1H OCEAN,23.8,22.81829264393204
12024,-117.92,33.83,36.0,1072.0,193.0,639.0,196.0,5.0275,<1H OCEAN,17.93,24.404794176580786
12025,-117.13,34.88,21.0,3254.0,669.0,1548.0,545.0,2.3373,INLAND,5.710000000000001,6.874818030791538
12026,-117.13,32.91,16.0,2715.0,581.0,1619.0,584.0,4.0,<1H OCEAN,15.47,21.080451490106142
12027,-118.05,33.82,21.0,2997.0,372.0,1323.0,372.0,8.6123,<1H OCEAN,38.67,37.01842312205797
12028,-121.99,37.3,28.0,4863.0,901.0,2110.0,868.0,5.1483,<1H OCEAN,34.2,30.73659041934762
12029,-117.92,33.74,13.0,4620.0,1265.0,3385.0,1109.0,3.1773,<1H OCEAN,18.65,18.95780267684981
12030,-121.73,36.85,22.0,1304.0,278.0,887.0,227.0,3.6607,<1H OCEAN,20.63,20.136739248915042
12031,-118.28,33.99,38.0,1454.0,323.0,1098.0,297.0,1.5109,<1H OCEAN,10.4,11.482274725662263
12032,-123.8,39.46,35.0,1718.0,345.0,698.0,299.0,2.9243,<1H OCEAN,13.16,22.29559688099315
12033,-118.85,34.14,16.0,4109.0,543.0,1409.0,560.0,8.1064,<1H OCEAN,42.34,40.223110446109466
12034,-118.36,34.03,38.0,1400.0,376.0,1139.0,315.0,2.2368,<1H OCEAN,12.0,15.89876970788512
12035,-117.35,33.2,32.0,1251.0,220.0,700.0,232.0,3.9875,NEAR OCEAN,14.29,20.291264114765507
12036,-119.78,36.79,33.0,2260.0,440.0,966.0,413.0,2.9301,INLAND,6.83,14.155334950154174
12037,-121.92,38.34,2.0,7747.0,1133.0,3481.0,1083.0,6.1112,INLAND,18.1,21.9432457873762
12038,-117.06,32.76,36.0,2785.0,577.0,1275.0,527.0,2.3015,NEAR OCEAN,15.68,18.68040634010183
12039,-117.65,34.12,27.0,2298.0,340.0,1071.0,369.0,6.5587,INLAND,23.9,25.435122670935904
12040,-122.41,37.59,34.0,3931.0,622.0,1717.0,621.0,6.2946,NEAR OCEAN,45.0,33.86625096742474
12041,-118.34,33.87,34.0,1069.0,217.0,601.0,212.0,4.6406,<1H OCEAN,25.59,25.68347910090918
12042,-122.02,38.0,28.0,2965.0,533.0,1591.0,472.0,4.6375,NEAR BAY,17.82,22.068882577430436
12043,-122.35,40.57,18.0,2226.0,490.0,859.0,451.0,1.6821,INLAND,6.9399999999999995,7.344118721175555
12044,-119.95,38.95,22.0,1058.0,352.0,851.0,269.0,2.02,INLAND,8.75,2.776998486576584
12045,-117.08,34.08,34.0,45.0,11.0,39.0,14.0,3.0625,INLAND,50.0001,9.927871767240015
12046,-117.01,32.77,24.0,2311.0,536.0,1005.0,525.0,2.9,<1H OCEAN,18.52,22.713234117272926
12047,-118.91,34.4,30.0,2861.0,613.0,2065.0,586.0,3.2024,<1H OCEAN,17.61,18.410330263252458
12048,-117.6,33.65,4.0,3134.0,504.0,1599.0,485.0,6.2464,<1H OCEAN,23.39,25.918846452866077
12049,-117.61,34.01,25.0,352.0,41.0,99.0,34.0,3.9696,INLAND,50.0,18.62860081827116
12050,-121.94,37.75,16.0,5121.0,735.0,2464.0,761.0,6.6204,<1H OCEAN,29.61,29.627770551868565
12051,-121.36,37.99,8.0,1801.0,380.0,684.0,350.0,4.2589,INLAND,13.49,20.42212277525246
12052,-118.15,33.97,32.0,927.0,250.0,970.0,248.0,2.1591,<1H OCEAN,18.15,12.87432368772264
12053,-117.86,33.75,31.0,1761.0,515.0,1810.0,468.0,1.9309,<1H OCEAN,17.34,13.090329476148177
12054,-122.47,37.72,43.0,968.0,199.0,434.0,162.0,2.5333,NEAR OCEAN,23.93,20.937792950375357
12055,-118.33,34.06,52.0,1368.0,231.0,737.0,248.0,8.3617,<1H OCEAN,43.38,40.41354140125513
12056,-119.74,34.35,34.0,1664.0,292.0,705.0,257.0,5.0,NEAR OCEAN,32.94,30.808060634403205
12057,-118.34,33.9,36.0,1158.0,219.0,628.0,253.0,4.7426,<1H OCEAN,24.27,26.480693854435884
12058,-118.17,34.05,39.0,962.0,229.0,999.0,221.0,3.375,<1H OCEAN,12.6,16.791676801871656
12059,-118.25,33.79,32.0,1205.0,340.0,1799.0,370.0,2.375,NEAR OCEAN,12.8,12.76365896553586
12060,-118.2,34.05,50.0,1407.0,401.0,1526.0,385.0,2.29,<1H OCEAN,12.18,15.952406208631945
12061,-119.52,34.41,20.0,4489.0,800.0,2867.0,765.0,4.806,<1H OCEAN,27.97,24.686432897317452
12062,-118.86,34.22,22.0,1230.0,200.0,673.0,195.0,6.2708,<1H OCEAN,25.14,29.141707855838586
12063,-118.07,34.56,5.0,10264.0,1821.0,5871.0,1790.0,4.2329,INLAND,14.55,15.069736361892623
12064,-117.78,33.9,14.0,6239.0,901.0,2923.0,904.0,6.5437,<1H OCEAN,26.82,28.404412005188856
12065,-120.61,37.35,34.0,1900.0,401.0,1009.0,385.0,2.2222,INLAND,7.5,10.68461609243205
12066,-122.5,37.92,30.0,2270.0,359.0,974.0,351.0,5.5926,NEAR BAY,30.09,29.101275904388668
12067,-120.08,39.61,32.0,1404.0,247.0,544.0,201.0,2.7778,INLAND,7.289999999999997,5.116662785928613
12068,-117.12,32.57,21.0,1738.0,295.0,983.0,298.0,4.8274,NEAR OCEAN,17.41,23.015338157673394
12069,-118.14,33.93,31.0,3205.0,727.0,1647.0,664.0,3.3681,<1H OCEAN,22.39,22.379436182903802
12070,-117.92,34.1,35.0,2994.0,603.0,1933.0,561.0,4.0052,<1H OCEAN,16.07,20.242512214941904
12071,-118.4,33.85,29.0,2085.0,533.0,919.0,489.0,5.6017,<1H OCEAN,43.0,35.53049827416248
12072,-118.43,34.21,26.0,2867.0,671.0,1955.0,640.0,4.125,<1H OCEAN,22.65,22.39827058862783
12073,-121.61,39.77,25.0,1612.0,313.0,837.0,303.0,2.963,INLAND,8.95,7.6823903586378925
12074,-118.34,34.06,52.0,1314.0,170.0,629.0,214.0,7.1669,<1H OCEAN,50.0001,34.56136393584862
12075,-122.04,36.98,35.0,2155.0,355.0,866.0,335.0,5.6188,NEAR OCEAN,40.47,32.94859725654813
12076,-122.54,37.97,39.0,4193.0,762.0,1833.0,737.0,5.6263,NEAR BAY,35.21,32.03255473584187
12077,-122.07,37.34,30.0,1851.0,238.0,631.0,236.0,10.1007,<1H OCEAN,50.0001,49.13708725424109
12078,-118.14,33.77,52.0,2208.0,409.0,791.0,408.0,5.8408,NEAR OCEAN,50.0,37.214178218899214
12079,-117.24,32.85,22.0,3479.0,448.0,1252.0,440.0,10.0707,NEAR OCEAN,50.0001,45.95797779709217
12080,-118.32,33.95,44.0,2131.0,360.0,1040.0,330.0,5.0912,<1H OCEAN,16.98,27.702447284295786
12081,-118.19,34.05,42.0,1291.0,345.0,1535.0,332.0,1.9083,<1H OCEAN,11.92,12.07185684633695
12082,-120.27,37.12,42.0,1142.0,236.0,597.0,210.0,1.7279,INLAND,5.23,8.593986263867325
12083,-120.93,39.9,20.0,1511.0,328.0,791.0,320.0,2.0221,INLAND,7.09,2.4174177356410347
12084,-117.94,33.81,26.0,1589.0,259.0,735.0,315.0,4.5714,<1H OCEAN,24.32,24.31565195323622
12085,-121.2,39.23,9.0,2802.0,447.0,955.0,418.0,5.2359,INLAND,21.33,18.488645085991845
12086,-122.24,37.43,36.0,2410.0,361.0,934.0,377.0,7.652,NEAR OCEAN,50.0001,40.32025486163862
12087,-117.86,34.24,52.0,803.0,267.0,628.0,225.0,4.1932,INLAND,1.4999000000000002,22.71430171255883
12088,-122.32,37.96,25.0,1728.0,403.0,934.0,412.0,3.375,NEAR BAY,13.37,21.508153562729532
12089,-119.72,34.43,36.0,1156.0,309.0,521.0,304.0,2.6014,<1H OCEAN,32.06,27.548261311867424
12090,-121.42,38.52,32.0,2828.0,556.0,1655.0,485.0,2.5574,INLAND,7.26,8.679035772488234
12091,-122.24,37.76,52.0,2646.0,581.0,1128.0,522.0,3.0718,NEAR BAY,26.67,25.202747658986738
12092,-117.65,34.14,9.0,3877.0,490.0,1815.0,490.0,8.4839,INLAND,40.67,29.266261958114427
12093,-118.28,34.26,32.0,1079.0,207.0,486.0,167.0,4.9833,<1H OCEAN,21.3,26.44398707163369
12094,-118.05,33.78,18.0,3414.0,434.0,1272.0,454.0,8.7015,<1H OCEAN,39.09,39.762609160951705
12095,-119.84,37.48,17.0,2582.0,553.0,1087.0,423.0,2.5,INLAND,10.42,8.882138283688594
12096,-121.76,36.83,28.0,1445.0,268.0,1017.0,284.0,3.6693,<1H OCEAN,21.1,19.747683147118224
12097,-117.49,33.94,28.0,2787.0,490.0,1684.0,467.0,4.0256,INLAND,12.71,14.422050034551322
12098,-118.37,33.94,29.0,2265.0,813.0,3425.0,781.0,2.3675,<1H OCEAN,14.94,16.65491414845448
12099,-121.92,36.61,27.0,3044.0,661.0,1229.0,618.0,3.1359,NEAR OCEAN,26.8,26.904503835804626
12100,-122.47,37.75,51.0,2713.0,396.0,1090.0,401.0,9.3603,NEAR BAY,50.0001,46.820324067299275
12101,-122.7,38.33,16.0,1244.0,242.0,696.0,236.0,3.6369,<1H OCEAN,15.87,19.28346829917732
12102,-120.98,37.71,22.0,434.0,89.0,195.0,86.0,2.4211,INLAND,26.88,11.541552136388596
12103,-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,NEAR BAY,8.03,12.512900988428916
12104,-116.95,32.83,14.0,12517.0,2506.0,6389.0,2333.0,3.3081,<1H OCEAN,16.87,20.847748804868246
12105,-117.03,32.69,10.0,901.0,163.0,698.0,167.0,4.6648,NEAR OCEAN,15.61,18.16861807756709
12106,-118.3,33.9,19.0,2421.0,689.0,1726.0,660.0,3.287,<1H OCEAN,18.14,21.18647461657891
12107,-117.78,33.69,16.0,4702.0,806.0,2529.0,814.0,5.1299,<1H OCEAN,23.89,23.952963033926938
12108,-118.27,34.11,39.0,3825.0,916.0,1378.0,746.0,4.4094,<1H OCEAN,35.26,31.989409349262218
12109,-117.04,32.68,13.0,2132.0,425.0,1345.0,432.0,4.0,NEAR OCEAN,8.930000000000001,19.20020180206901
12110,-121.23,37.81,15.0,2906.0,537.0,1886.0,557.0,4.2431,INLAND,13.71,13.823439158993656
12111,-118.42,34.2,27.0,3201.0,970.0,3403.0,948.0,2.2377,<1H OCEAN,23.17,15.456027072928112
12112,-121.94,37.94,26.0,1299.0,174.0,533.0,180.0,6.2296,INLAND,29.17,25.8655820404997
12113,-118.36,34.08,52.0,2373.0,601.0,1135.0,576.0,3.1765,<1H OCEAN,22.5,26.95230429321428
12114,-122.22,39.51,17.0,1201.0,268.0,555.0,277.0,2.1,INLAND,6.690000000000003,9.751422794465736
12115,-119.35,36.19,6.0,958.0,226.0,734.0,230.0,1.0349,INLAND,6.780000000000001,0.13644031878725826
12116,-121.02,37.62,30.0,1721.0,399.0,1878.0,382.0,2.5363,INLAND,8.389999999999999,6.824284597465411
12117,-122.02,37.53,21.0,4280.0,673.0,2216.0,681.0,5.7072,NEAR BAY,24.22,26.48783228873273
12118,-117.1,32.69,35.0,1292.0,272.0,1183.0,272.0,2.0547,NEAR OCEAN,9.8,11.286921670464528
12119,-122.29,37.88,50.0,1211.0,261.0,523.0,227.0,3.8672,NEAR BAY,21.67,26.809326176117885
12120,-118.78,34.26,24.0,4072.0,582.0,1834.0,565.0,6.0487,<1H OCEAN,25.45,29.36808641117161
12121,-120.47,34.7,24.0,2387.0,385.0,1051.0,382.0,4.4595,NEAR OCEAN,15.27,28.01249369366773
12122,-117.6,33.43,21.0,3951.0,562.0,1392.0,543.0,5.1439,NEAR OCEAN,41.4,27.25989921161117
12123,-116.83,32.81,18.0,2367.0,402.0,1021.0,395.0,4.8125,<1H OCEAN,21.05,24.575383068250297
12124,-117.37,34.01,15.0,1386.0,247.0,703.0,185.0,3.6415,INLAND,12.42,11.750135060617552
12125,-118.51,34.2,34.0,2871.0,581.0,1350.0,535.0,3.7049,<1H OCEAN,22.75,23.788329600164786
12126,-117.81,33.89,13.0,3252.0,583.0,1546.0,557.0,5.8243,<1H OCEAN,29.79,27.24133923728848
12127,-119.19,34.46,39.0,2056.0,381.0,939.0,371.0,6.6257,<1H OCEAN,42.76,36.43251749880547
12128,-119.0,35.36,39.0,896.0,217.0,805.0,197.0,1.25,INLAND,4.25,4.7755366679572315
12129,-117.67,33.56,4.0,3289.0,728.0,1345.0,632.0,4.6863,<1H OCEAN,18.44,26.48329806766415
12130,-120.68,35.5,19.0,3369.0,673.0,1834.0,646.0,3.7672,<1H OCEAN,17.38,23.511425359696634
12131,-120.66,39.72,15.0,3763.0,784.0,717.0,348.0,2.2019,INLAND,13.05,8.62732514421264
12132,-117.78,34.03,8.0,32054.0,5290.0,15507.0,5050.0,6.0191,<1H OCEAN,25.39,31.109371474228126
12133,-122.42,37.75,52.0,1855.0,611.0,1715.0,614.0,2.1289,NEAR BAY,25.0,20.199395254297574
12134,-120.86,37.49,22.0,2140.0,445.0,1441.0,409.0,2.4706,INLAND,8.94,7.948998623996854
12135,-118.18,34.09,44.0,1688.0,426.0,1605.0,384.0,3.3785,<1H OCEAN,18.49,18.73594125898378
12136,-122.04,37.32,27.0,2826.0,451.0,1259.0,439.0,5.7528,<1H OCEAN,43.14,30.463287837382616
12137,-121.88,37.27,27.0,2019.0,335.0,1020.0,351.0,5.8178,<1H OCEAN,26.74,29.46255354672104
12138,-122.29,37.56,12.0,6474.0,1467.0,2516.0,1390.0,5.0353,NEAR BAY,30.58,32.96537629080719
12139,-117.95,33.92,13.0,2312.0,592.0,2038.0,559.0,3.1378,<1H OCEAN,13.7,15.270602306693563
12140,-117.95,33.7,17.0,5781.0,924.0,2585.0,915.0,5.343,<1H OCEAN,23.19,26.769597478004144
12141,-119.71,34.42,50.0,840.0,279.0,488.0,270.0,2.2097,<1H OCEAN,25.83,27.467390543566314
12142,-118.64,34.19,30.0,2399.0,373.0,1062.0,377.0,6.0094,<1H OCEAN,24.56,30.70420895307368
12143,-121.96,38.54,6.0,1485.0,318.0,894.0,308.0,3.2222,INLAND,13.96,10.778870287345299
12144,-117.29,34.03,9.0,8185.0,1525.0,3630.0,1466.0,4.1667,INLAND,19.77,17.53677129374298
12145,-119.81,36.76,52.0,1792.0,352.0,1049.0,357.0,2.4375,INLAND,5.710000000000001,11.057610086324997
12146,-116.96,33.75,35.0,3269.0,757.0,2328.0,705.0,2.5898,INLAND,7.629999999999999,10.413364991806713
12147,-118.34,34.16,44.0,1717.0,391.0,848.0,353.0,3.6111,<1H OCEAN,25.45,24.679116795558564
12148,-120.03,38.19,26.0,7005.0,1358.0,416.0,189.0,2.125,INLAND,13.25,16.923046589688006
12149,-117.02,32.71,30.0,3187.0,592.0,2082.0,631.0,3.5388,NEAR OCEAN,11.85,18.35318823236878
12150,-118.59,34.26,20.0,8146.0,1131.0,3562.0,1054.0,7.167000000000001,<1H OCEAN,35.71,33.10837792504417
